#Level 1 Data
# PI: P. Goloub (mailto: philippe.goloub@univ-lille1.fr)
#Time    Z(km)     Ln(Pr2) 
11.5003 8.10262 14.1721
11.5003 8.10703 14.2662
11.5003 8.11144 13.5679
11.5003 8.11584 13.7165
11.5003 8.12025 13.9325
11.5003 8.12466 14.1829
11.5003 8.12907 14.0519
11.5003 8.13348 13.8264
11.5003 8.13789 14.2437
11.5003 8.14229 13.8362
11.5003 8.1467 13.9993
11.5003 8.15111 14.2671
11.5003 8.15552 13.8318
11.5003 8.15993 14.0716
11.5003 8.16434 13.8937
11.5003 8.16875 13.6399
11.5003 8.17315 14.3068
11.5003 8.17756 13.9256
11.5003 8.18197 12.9571
11.5003 8.18638 13.0805
11.5003 8.19079 13.8856
11.5003 8.1952 14.2372
11.5003 8.1996 14.3829
11.5003 8.20401 14.2024
11.5003 8.20842 13.9189
11.5003 8.21283 13.9552
11.5003 8.21724 14.0166
11.5003 8.22165 14.1738
11.5003 8.22606 14.5392
11.5003 8.23046 14.3905
11.5003 8.23487 14.1374
11.5003 8.23928 14.342
11.5003 8.24369 14.3045
11.5003 8.2481 14.2238
11.5003 8.25251 13.7668
11.5003 8.25691 14.2677
11.5003 8.26132 14.227
11.5003 8.26573 14.1506
11.5003 8.27014 13.4456
11.5003 8.27455 13.9492
11.5003 8.27896 14.0822
11.5003 8.28336 13.7658
11.5003 8.28777 14.3631
11.5003 8.29218 14.1454
11.5003 8.29659 14.3511
11.5003 8.301 13.7952
11.5003 8.30541 14.2639
11.5003 8.30981 14.0193
11.5003 8.31422 14.1212
11.5003 8.31863 14.2084
11.5003 8.32304 14.0678
11.5003 8.32745 13.7419
11.5003 8.33186 13.9908
11.5003 8.33626 14.0453
11.5003 8.34067 13.9651
11.5003 8.34508 14.021
11.5003 8.34949 14.3543
11.5003 8.3539 14.2961
11.5003 8.35831 14.1318
11.5003 8.36271 14.0899
11.5003 8.36712 13.9715
11.5003 8.37153 14.3499
11.5003 8.37594 13.9154
11.5003 8.38035 14.1066
11.5003 8.38476 13.8153
11.5003 8.38916 14.127
11.5003 8.39357 14.3503
11.5003 8.39798 14.1994
11.5003 8.40239 13.9799
11.5003 8.4068 13.7783
11.5003 8.41121 14.1444
11.5003 8.41562 13.5371
11.5003 8.42002 13.8956
11.5003 8.42443 14.1712
11.5003 8.42884 14.0608
11.5003 8.43325 14.1254
11.5003 8.43766 13.5201
11.5003 8.44207 13.8122
11.5003 8.44647 14.3079
11.5003 8.45088 13.4287
11.5003 8.45529 14.3601
11.5003 8.4597 13.5475
11.5003 8.46411 12.8416
11.5003 8.46852 13.8016
11.5003 8.47292 14.153
11.5003 8.47733 13.7687
11.5003 8.48174 14.2797
11.5003 8.48615 14.27
11.5003 8.49056 14.1691
11.5003 8.49497 13.4013
11.5003 8.49938 13.922
11.5003 8.50378 14.2954
11.5003 8.50819 14.1969
11.5003 8.5126 13.6938
11.5003 8.51701 14.4811
11.5003 8.52142 14.2343
11.5003 8.52583 14.1594
11.5003 8.53023 13.9958
11.5003 8.53464 13.9455
11.5003 8.53905 14.4819
11.5003 8.54346 13.4127
11.5003 8.54787 14.2062
11.5003 8.55228 13.9268
11.5003 8.55668 13.8559
11.5003 8.56109 14.0655
11.5003 8.5655 14.0112
11.5003 8.56991 14.1818
11.5003 8.57432 13.6384
11.5003 8.57873 13.8359
11.5003 8.58313 14.0502
11.5003 8.58754 13.4731
11.5003 8.59195 14.1314
11.5003 8.59636 14.0184
11.5003 8.60077 14.2358
11.5003 8.60518 13.9989
11.5003 8.60958 13.8431
11.5003 8.61399 13.5153
11.5003 8.6184 14.0721
11.5003 8.62281 13.9735
11.5003 8.62722 13.6712
11.5003 8.63163 13.7216
11.5003 8.63603 13.8321
11.5003 8.64044 13.8502
11.5003 8.64485 13.6953
11.5003 8.64926 13.8939
11.5003 8.65367 14.177
11.5003 8.65808 14.0538
11.5003 8.66249 13.1429
11.5003 8.66689 13.5737
11.5003 8.6713 13.4424
11.5003 8.67571 13.815
11.5003 8.68012 13.789
11.5003 8.68453 13.8081
11.5003 8.68894 13.4592
11.5003 8.69334 14.2515
11.5003 8.69775 13.8803
11.5003 8.70216 14.1377
11.5003 8.70657 13.9625
11.5003 8.71098 13.9789
11.5003 8.71539 14.1662
11.5003 8.71979 14.1287
11.5003 8.7242 13.7714
11.5003 8.72861 13.6532
11.5003 8.73302 13.622
11.5003 8.73743 13.8203
11.5003 8.74184 13.5681
11.5003 8.74624 14.2807
11.5003 8.75065 13.9955
11.5003 8.75506 13.7785
11.5003 8.75947 14.0841
11.5003 8.76388 13.9202
11.5003 8.76829 14.0145
11.5003 8.77269 13.8283
11.5003 8.7771 14.1549
11.5003 8.78151 13.7845
11.5003 8.78592 13.7077
11.5003 8.79033 14.4572
11.5003 8.79474 13.8598
11.5003 8.79915 14.0065
11.5003 8.80355 14.0225
11.5003 8.80796 14.0881
11.5003 8.81237 13.9867
11.5003 8.81678 14.0475
11.5003 8.82119 14.1253
11.5003 8.8256 14.106
11.5003 8.83 13.1279
11.5003 8.83441 14.2183
11.5003 8.83882 13.9614
11.5003 8.84323 14.0961
11.5003 8.84764 13.7012
11.5003 8.85205 14.0911
11.5003 8.85645 14.3714
11.5003 8.86086 14.2605
11.5003 8.86527 14.3077
11.5003 8.86968 13.513
11.5003 8.87409 13.7867
11.5003 8.8785 14.222
11.5003 8.8829 13.667
11.5003 8.88731 14.224
11.5003 8.89172 13.8991
11.5003 8.89613 14.1489
11.5003 8.90054 14.4127
11.5003 8.90495 14.1442
11.5003 8.90935 14.097
11.5003 8.91376 14.1529
11.5003 8.91817 13.905
11.5003 8.92258 13.643
11.5003 8.92699 13.9652
11.5003 8.9314 13.5758
11.5003 8.9358 14.2654
11.5003 8.94021 13.9013
11.5003 8.94462 13.8307
11.5003 8.94903 13.9538
11.5003 8.95344 14.4296
11.5003 8.95785 14.1826
11.5003 8.96226 14.2531
11.5003 8.96666 13.8898
11.5003 8.97107 13.975
11.5003 8.97548 13.7803
11.5003 8.97989 13.791
11.5003 8.9843 14.1208
11.5003 8.98871 13.877
11.5003 8.99311 13.1274
11.5003 8.99752 13.8237
11.5003 9.00193 14.0293
11.5003 9.00634 14.0302
11.5003 9.01075 13.748
11.5003 9.01516 13.151
11.5003 9.01956 13.953
11.5003 9.02397 13.839
11.5003 9.02838 13.1539
11.5003 9.03279 13.8409
11.5003 9.0372 13.7014
11.5003 9.04161 13.3884
11.5003 9.04601 13.9162
11.5003 9.05042 13.6375
11.5003 9.05483 13.6613
11.5003 9.05924 14.1017
11.5003 9.06365 13.4078
11.5003 9.06806 14.1037
11.5003 9.07246 13.6308
11.5003 9.07687 13.0669
11.5003 9.08128 13.1656
11.5003 9.08569 13.9422
11.5003 9.0901 14.2185
11.5003 9.09451 14.0801
11.5003 9.09892 14.1032
11.5003 9.10332 13.5897
11.5003 9.10773 14.3272
11.5003 9.11214 14.1134
11.5003 9.11655 14.2873
11.5003 9.12096 13.8698
11.5003 9.12537 13.9423
11.5003 9.12977 13.8809
11.5003 9.13418 13.8251
11.5003 9.13859 12.7982
11.5003 9.143 13.7771
11.5003 9.14741 14.2375
11.5003 9.15182 13.5241
11.5003 9.15622 14.3319
11.5003 9.16063 14.5006
11.5003 9.16504 14.3571
11.5003 9.16945 12.5242
11.5003 9.17386 13.8997
11.5003 9.17827 13.7746
11.5003 9.18267 14.2322
11.5003 9.18708 13.4053
11.5003 9.19149 13.8179
11.5003 9.1959 14.1097
11.5003 9.20031 13.6703
11.5003 9.20472 13.9852
11.5003 9.20912 13.9946
11.5003 9.21353 13.9787
11.5003 9.21794 13.8434
11.5003 9.22235 13.5262
11.5003 9.22676 -999
11.5003 9.23117 13.08
11.5003 9.23557 13.1016
11.5003 9.23998 13.8675
11.5003 9.24439 14.219
11.5003 9.2488 14.1858
11.5003 9.25321 14.4591
11.5003 9.25762 13.5859
11.5003 9.26203 13.3274
11.5003 9.26643 14.1324
11.5003 9.27084 14.218
11.5003 9.27525 14.1704
11.5003 9.27966 13.8949
11.5003 9.28407 13.4413
11.5003 9.28848 13.3495
11.5003 9.29288 13.5679
11.5003 9.29729 13.529
11.5003 9.3017 13.5162
11.5003 9.30611 13.475
11.5003 9.31052 12.9867
11.5003 9.31493 13.1187
11.5003 9.31933 12.5196
11.5003 9.32374 14.2886
11.5003 9.32815 13.5623
11.5003 9.33256 13.55
11.5003 9.33697 14.2457
11.5003 9.34138 14.3175
11.5003 9.34579 14.1042
11.5003 9.35019 13.4988
11.5003 9.3546 13.4112
11.5003 9.35901 13.6451
11.5003 9.36342 14.0924
11.5003 9.36783 13.8756
11.5003 9.37224 14.0545
11.5003 9.37664 11.5237
11.5003 9.38105 14.1041
11.5003 9.38546 13.5878
11.5003 9.38987 13.493
11.5003 9.39428 13.1954
11.5003 9.39869 13.1571
11.5003 9.40309 14.2665
11.5003 9.4075 13.5388
11.5003 9.41191 14.1708
11.5003 9.41632 13.0771
11.5003 9.42073 13.6705
11.5003 9.42514 13.5563
11.5003 9.42954 13.7424
11.5003 9.43395 13.909
11.5003 9.43836 14.191
11.5003 9.44277 13.298
11.5003 9.44718 13.9213
11.5003 9.45159 13.8934
11.5003 9.456 14.209
11.5003 9.4604 13.7145
11.5003 9.46481 13.0426
11.5003 9.46922 13.7839
11.5003 9.47363 13.5107
11.5003 9.47804 13.7748
11.5003 9.48245 13.9096
11.5003 9.48685 14.2366
11.5003 9.49126 14.4776
11.5003 9.49567 13.5575
11.5003 9.50008 13.812
11.5003 9.50449 13.5455
11.5003 9.5089 14.016
11.5003 9.5133 13.6656
11.5003 9.51771 13.1411
11.5003 9.52212 13.4619
11.5003 9.52653 13.2613
11.5003 9.53094 14.0206
11.5003 9.53535 13.8815
11.5003 9.53975 13.9779
11.5003 9.54416 13.2834
11.5003 9.54857 13.7446
11.5003 9.55298 13.4531
11.5003 9.55739 13.1495
11.5003 9.5618 13.7924
11.5003 9.56621 14.3775
11.5003 9.57061 14.1671
11.5003 9.57502 14.1979
11.5003 9.57943 13.8392
11.5003 9.58384 11.0388
11.5003 9.58825 13.6434
11.5003 9.59266 13.7187
11.5003 9.59706 13.3478
11.5003 9.60147 13.8007
11.5003 9.60588 13.5384
11.5003 9.61029 13.0731
11.5003 9.6147 12.582
11.5003 9.61911 13.6237
11.5003 9.62351 13.7251
11.5003 9.62792 13.6771
11.5003 9.63233 14.0845
11.5003 9.63674 14.0513
11.5003 9.64115 13.1876
11.5003 9.64556 14.144
11.5003 9.64996 13.6941
11.5003 9.65437 14.0199
11.5003 9.65878 13.8766
11.5003 9.66319 13.8354
11.5003 9.6676 13.5369
11.5003 9.67201 13.8263
11.5003 9.67642 14.0244
11.5003 9.68082 13.9414
11.5003 9.68523 14.0081
11.5003 9.68964 13.7854
11.5003 9.69405 13.3679
11.5003 9.69846 13.1362
11.5003 9.70287 13.8436
11.5003 9.70727 14.3499
11.5003 9.71168 13.928
11.5003 9.71609 12.3491
11.5003 9.7205 14.0154
11.5003 9.72491 12.9226
11.5003 9.72932 11.7832
11.5003 9.73372 14.1301
11.5003 9.73813 12.1397
11.5003 9.74254 13.8624
11.5003 9.74695 12.3062
11.5003 9.75136 13.6899
11.5003 9.75577 12.9557
11.5003 9.76017 12.2572
11.5003 9.76458 -999
11.5003 9.76899 14.1126
11.5003 9.7734 13.2551
11.5003 9.77781 13.4997
11.5003 9.78222 14.4701
11.5003 9.78662 14.2193
11.5003 9.79103 13.9243
11.5003 9.79544 13.2983
11.5003 9.79985 13.3545
11.5003 9.80426 13.688
11.5003 9.80867 -999
11.5003 9.81307 14.3518
11.5003 9.81748 13.2443
11.5003 9.82189 11.6165
11.5003 9.8263 14.2787
11.5003 9.83071 12.7979
11.5003 9.83512 14.0389
11.5003 9.83953 14.3303
11.5003 9.84393 12.9469
11.5003 9.84834 12.7363
11.5003 9.85275 13.3653
11.5003 9.85716 13.6044
11.5003 9.86157 13.0033
11.5003 9.86598 12.1658
11.5003 9.87038 13.3506
11.5003 9.87479 13.8787
11.5003 9.8792 13.7656
11.5003 9.88361 13.297
11.5003 9.88802 12.9826
11.5003 9.89243 13.693
11.5003 9.89683 12.8725
11.5003 9.90124 13.6549
11.5003 9.90565 14.0348
11.5003 9.91006 14.2059
11.5003 9.91447 12.988
11.5003 9.91888 11.8218
11.5003 9.92328 13.432
11.5003 9.92769 11.8236
11.5003 9.9321 13.5763
11.5003 9.93651 14.0031
11.5003 9.94092 13.848
11.5003 9.94533 -999
11.5003 9.94973 13.936
11.5003 9.95414 13.7807
11.5003 9.95855 13.8401
11.5003 9.96296 13.6398
11.5003 9.96737 13.3331
11.5003 9.97178 13.3147
11.5003 9.97618 13.2352
11.5003 9.98059 13.615
11.5003 9.985 13.3554
11.5003 9.98941 13.8577
11.5003 9.99382 12.4976
11.5003 9.99823 13.2186
11.5003 10.0026 14.0635
11.5003 10.007 11.9218
11.5003 10.0115 12.409
11.5003 10.0159 -999
11.5003 10.0203 12.4107
11.5003 10.0247 13.9088
11.5003 10.0291 13.8657
11.5003 10.0335 -999
11.5003 10.0379 -999
11.5003 10.0423 12.3142
11.5003 10.0467 -999
11.5003 10.0511 14.0546
11.5003 10.0555 12.874
11.5003 10.0599 -999
11.5003 10.0644 12.2056
11.5003 10.0688 13.9176
11.5003 10.0732 13.4095
11.5003 10.0776 13.2128
11.5003 10.082 13.0979
11.5003 10.0864 14.0234
11.5003 10.0908 13.9327
11.5003 10.0952 13.8444
11.5003 10.0996 13.7974
11.5003 10.104 14.0557
11.5003 10.1084 12.8218
11.5003 10.1128 13.5973
11.5003 10.1173 -999
11.5003 10.1217 13.4369
11.5003 10.1261 13.918
11.5003 10.1305 13.4733
11.5003 10.1349 12.9201
11.5003 10.1393 14.1617
11.5003 10.1437 -999
11.5003 10.1481 13.2694
11.5003 10.1525 13.6635
11.5003 10.1569 13.8796
11.5003 10.1613 13.1616
11.5003 10.1657 13.6938
11.5003 10.1702 13.5145
11.5003 10.1746 13.355
11.5003 10.179 14.1257
11.5003 10.1834 12.2292
11.5003 10.1878 13.3576
11.5003 10.1922 13.5352
11.5003 10.1966 13.4516
11.5003 10.201 13.6587
11.5003 10.2054 13.997
11.5003 10.2098 11.4642
11.5003 10.2142 13.82
11.5003 10.2186 14.2355
11.5003 10.2231 12.6274
11.5003 10.2275 13.4923
11.5003 10.2319 13.3065
11.5003 10.2363 12.9691
11.5003 10.2407 14.2478
11.5003 10.2451 13.6956
11.5003 10.2495 14.1123
11.5003 10.2539 12.4076
11.5003 10.2583 13.5317
11.5003 10.2627 12.1173
11.5003 10.2671 14.009
11.5003 10.2715 13.7811
11.5003 10.276 13.8321
11.5003 10.2804 14.0219
11.5003 10.2848 12.555
11.5003 10.2892 13.5044
11.5003 10.2936 13.1636
11.5003 10.298 13.9297
11.5003 10.3024 13.0647
11.5003 10.3068 -999
11.5003 10.3112 -999
11.5003 10.3156 12.3679
11.5003 10.32 13.8767
11.5003 10.3244 12.8959
11.5003 10.3289 13.2398
11.5003 10.3333 13.3056
11.5003 10.3377 -999
11.5003 10.3421 12.6505
11.5003 10.3465 14.1848
11.5003 10.3509 13.3501
11.5003 10.3553 13.3305
11.5003 10.3597 -999
11.5003 10.3641 13.2905
11.5003 10.3685 13.5531
11.5003 10.3729 13.7614
11.5003 10.3773 14.7094
11.5003 10.3818 14.1287
11.5003 10.3862 14.0917
11.5003 10.3906 13.4533
11.5003 10.395 14.1405
11.5003 10.3994 13.6382
11.5003 10.4038 12.5333
11.5003 10.4082 13.6989
11.5003 10.4126 13.4205
11.5003 10.417 13.2791
11.5003 10.4214 13.687
11.5003 10.4258 13.628
11.5003 10.4302 12.6259
11.5003 10.4347 13.8627
11.5003 10.4391 14.5081
11.5003 10.4435 14.093
11.5003 10.4479 13.4643
11.5003 10.4523 12.5873
11.5003 10.4567 13.1205
11.5003 10.4611 13.8304
11.5003 10.4655 13.7657
11.5003 10.4699 13.7932
11.5003 10.4743 13.6525
11.5003 10.4787 13.4519
11.5003 10.4831 13.7691
11.5003 10.4876 13.9207
11.5003 10.492 13.8737
11.5003 10.4964 14.1224
11.5003 10.5008 14.1327
11.5003 10.5052 -999
11.5003 10.5096 13.6126
11.5003 10.514 13.3403
11.5003 10.5184 13.5653
11.5003 10.5228 12.6852
11.5003 10.5272 12.4085
11.5003 10.5316 13.5163
11.5003 10.5361 13.1356
11.5003 10.5405 13.6342
11.5003 10.5449 13.5868
11.5003 10.5493 13.537
11.5003 10.5537 12.1732
11.5003 10.5581 -999
11.5003 10.5625 13.7139
11.5003 10.5669 11.6537
11.5003 10.5713 -999
11.5003 10.5757 13.6868
11.5003 10.5801 13.5602
11.5003 10.5845 13.472
11.5003 10.589 13.0077
11.5003 10.5934 -999
11.5003 10.5978 13.735
11.5003 10.6022 13.6459
11.5003 10.6066 13.6624
11.5003 10.611 14.0852
11.5003 10.6154 12.7421
11.5003 10.6198 11.6637
11.5003 10.6242 12.7438
11.5003 10.6286 14.0577
11.5003 10.633 13.1279
11.5003 10.6374 13.4632
11.5003 10.6419 13.4641
11.5003 10.6463 14.541
11.5003 10.6507 13.9859
11.5003 10.6551 12.6686
11.5003 10.6595 13.6409
11.5003 10.6639 14.1916
11.5003 10.6683 13.4877
11.5003 10.6727 12.7135
11.5003 10.6771 13.9565
11.5003 10.6815 13.8721
11.5003 10.6859 13.8602
11.5003 10.6903 12.8311
11.5003 10.6948 14.1881
11.5003 10.6992 13.5993
11.5003 10.7036 -999
11.5003 10.708 14.062
11.5003 10.7124 13.6508
11.5003 10.7168 13.1436
11.5003 10.7212 13.516
11.5003 10.7256 12.3906
11.5003 10.73 -999
11.5003 10.7344 13.1729
11.5003 10.7388 14.3019
11.5003 10.7432 -999
11.5003 10.7477 14.0903
11.5003 10.7521 13.385
11.5003 10.7565 13.3648
11.5003 10.7609 13.594
11.5003 10.7653 13.4678
11.5003 10.7697 13.7232
11.5003 10.7741 13.5258
11.5003 10.7785 14.1365
11.5003 10.7829 14.1173
11.5003 10.7873 13.9534
11.5003 10.7917 13.4335
11.5003 10.7961 12.9534
11.5003 10.8006 13.2109
11.5003 10.805 14.0033
11.5003 10.8094 9.25742
11.5003 10.8138 12.7792
11.5003 10.8182 13.0203
11.5003 10.8226 13.8328
11.5003 10.827 12.0793
11.5003 10.8314 12.7824
11.5003 10.8358 13.7204
11.5003 10.8402 13.3803
11.5003 10.8446 13.1406
11.5003 10.849 13.7228
11.5003 10.8535 11.2876
11.5003 10.8579 12.7873
11.5003 10.8623 -999
11.5003 10.8667 13.3636
11.5003 10.8711 13.3644
11.5003 10.8755 12.8285
11.5003 10.8799 12.1642
11.5003 10.8843 13.0324
11.5003 10.8887 11.104
11.5003 10.8931 12.938
11.5003 10.8975 13.3693
11.5003 10.9019 13.9381
11.5003 10.9064 13.5862
11.5003 10.9108 14.2823
11.5003 10.9152 13.2809
11.5003 10.9196 11.1097
11.5003 10.924 13.6899
11.5003 10.9284 13.7065
11.5003 10.9328 13.0413
11.5003 10.9372 13.8806
11.5003 10.9416 12.3115
11.5003 10.946 13.0437
11.5003 10.9504 13.6117
11.5003 10.9548 12.8051
11.5003 10.9593 12.9161
11.5003 10.9637 13.7589
11.5003 10.9681 13.682
11.5003 10.9725 12.7273
11.5003 10.9769 12.5931
11.5003 10.9813 13.5076
11.5003 10.9857 13.5647
11.5003 10.9901 -999
11.5003 10.9945 11.9392
11.5003 10.9989 11.1242
11.5003 11.0033 -999
11.5003 11.0077 13.2232
11.5003 11.0122 12.7345
11.5003 11.0166 -999
11.5003 11.021 12.6011
11.5003 11.0254 13.4763
11.5003 11.0298 12.7377
11.5003 11.0342 14.0105
11.5003 11.0386 14.0461
11.5003 11.043 12.33
11.5003 11.0474 13.2304
11.5003 11.0518 13.953
11.5003 11.0562 12.3323
11.5003 11.0606 14.1055
11.5003 11.0651 13.8634
11.5003 11.0695 14.3023
11.5003 11.0739 13.7486
11.5003 11.0783 13.2617
11.5003 11.0827 14.2215
11.5003 11.0871 13.9078
11.5003 11.0915 12.9048
11.5003 11.0959 14.0335
11.5003 11.1003 13.842
11.5003 11.1047 11.6322
11.5003 11.1091 13.4504
11.5003 11.1136 13.771
11.5003 11.118 11.1457
11.5003 11.1224 12.9103
11.5003 11.1268 13.2704
11.5003 11.1312 -999
11.5003 11.1356 12.8757
11.5003 11.14 13.2471
11.5003 11.1444 11.1504
11.5003 11.1488 13.8074
11.5003 11.1532 14.2245
11.5003 11.1576 -999
11.5003 11.162 13.9728
11.5003 11.1665 13.418
11.5003 11.1709 -999
11.5003 11.1753 13.2274
11.5003 11.1797 -999
11.5003 11.1841 14.1277
11.5003 11.1885 13.2297
11.5003 11.1929 13.5837
11.5003 11.1973 13.0583
11.5003 11.2017 13.4459
11.5003 11.2061 13.1784
11.5003 11.2105 -999
11.5003 11.2149 11.8817
11.5003 11.2194 12.4807
11.5003 11.2238 -999
11.5003 11.2282 -999
11.5003 11.2326 -999
11.5003 11.237 13.6806
11.5003 11.2414 11.3579
11.5003 11.2458 13.2132
11.5003 11.2502 14.0374
11.5003 11.2546 13.951
11.5003 11.259 -999
11.5003 11.2634 13.9526
11.5003 11.2678 10.1767
11.5003 11.2723 -999
11.5003 11.2767 13.8592
11.5003 11.2811 13.3937
11.5003 11.2855 13.523
11.5003 11.2899 -999
11.5003 11.2943 11.8958
11.5003 11.2987 13.5839
11.5003 11.3031 13.4639
11.5003 11.3075 13.4858
11.5003 11.3119 13.4655
11.5003 11.3163 -999
11.5003 11.3207 13.4881
11.5003 11.3252 13.7935
11.5003 11.3296 14.2655
11.5003 11.334 12.9833
11.5003 11.3384 13.9259
11.5003 11.3428 12.3174
11.5003 11.3472 14.4689
11.5003 11.3516 13.6836
11.5003 11.356 12.0039
11.5003 11.3604 14.008
11.5003 11.3648 -999
11.5003 11.3692 -999
11.5003 11.3736 14.244
11.5003 11.3781 13.7056
11.5003 11.3825 13.8036
11.5003 11.3869 13.7405
11.5003 11.3913 -999
11.5003 11.3957 13.7745
11.5003 11.4001 14.166
11.5003 11.4045 13.1258
11.5003 11.4089 13.9782
11.5003 11.4133 14.1683
11.5003 11.4177 -999
11.5003 11.4221 12.6234
11.5003 11.4265 13.7474
11.5003 11.431 13.5075
11.5003 11.4354 13.3498
11.5003 11.4398 13.9162
11.5003 11.4442 13.2482
11.5003 11.4486 13.4895
11.5003 11.453 13.5917
11.5003 11.4574 13.7528
11.5003 11.4618 14.3079
11.5003 11.4662 13.5136
11.5003 11.4706 13.427
11.5003 11.475 13.7559
11.5003 11.4794 13.8508
11.5003 11.4839 13.6351
11.5003 11.4883 13.9522
11.5003 11.4927 13.6732
11.5003 11.4971 -999
11.5003 11.5015 13.8986
11.5003 11.5059 13.2312
11.5003 11.5103 11.8248
11.5003 11.5147 -999
11.5003 11.5191 13.3397
11.5003 11.5235 12.9442
11.5003 11.5279 14.4766
11.5003 11.5323 13.9599
11.5003 11.5368 -999
11.5003 11.5412 13.4841
11.5003 11.5456 -999
11.5003 11.55 14.0781
11.5003 11.5544 13.9361
11.5003 11.5588 12.9503
11.5003 11.5632 12.4833
11.5003 11.5676 12.6487
11.5003 11.572 -999
11.5003 11.5764 12.5985
11.5003 11.5808 -999
11.5003 11.5852 -999
11.5003 11.5897 13.158
11.5003 11.5941 13.5358
11.5003 11.5985 13.8865
11.5003 11.6029 -999
11.5003 11.6073 13.9591
11.5003 11.6117 12.3643
11.5003 11.6161 12.6571
11.5003 11.6205 13.6587
11.5003 11.6249 13.3827
11.5003 11.6293 13.1649
11.5003 11.6337 -999
11.5003 11.6381 13.0363
11.5003 11.6426 -999
11.5003 11.647 -999
11.5003 11.6514 -999
11.5003 11.6558 -999
11.5003 11.6602 -999
11.5003 11.6646 12.9686
11.5003 11.669 14.5249
11.5003 11.6734 12.6669
11.5003 11.6778 13.1104
11.5003 11.6822 13.8708
11.5003 11.6866 -999
11.5003 11.691 11.7351
11.5003 11.6955 -999
11.5003 11.6999 13.5114
11.5003 11.7043 14.0029
11.5003 11.7087 14.4322
11.5003 11.7131 14.6156
11.5003 11.7175 14.2316
11.5003 11.7219 13.8623
11.5003 11.7263 13.6389
11.5003 11.7307 13.3244
11.5003 11.7351 -999
11.5003 11.7395 9.42252
11.5003 11.7439 14.0097
11.5003 11.7484 14.1241
11.5003 11.7528 12.6288
11.5003 11.7572 -999
11.5003 11.7616 11.8679
11.5003 11.766 14.2291
11.5003 11.7704 -999
11.5003 11.7748 -999
11.5003 11.7792 -999
11.5003 11.7836 13.9754
11.5003 11.788 13.5041
11.5003 11.7924 13.963
11.5003 11.7968 13.0974
11.5003 11.8013 -999
11.5003 11.8057 13.993
11.5003 11.8101 13.8134
11.5003 11.8145 13.2558
11.5003 11.8189 13.8788
11.5003 11.8233 11.8784
11.5003 11.8277 13.2581
11.5003 11.8321 -999
11.5003 11.8365 12.0868
11.5003 11.8409 12.5885
11.5003 11.8453 -999
11.5003 11.8498 11.8829
11.5003 11.8542 13.0378
11.5003 11.8586 -999
11.5003 11.863 13.5817
11.5003 11.8674 13.8066
11.5003 11.8718 12.9264
11.5003 11.8762 -999
11.5003 11.8806 12.5375
11.5003 11.885 -999
11.5003 11.8894 13.403
11.5003 11.8938 13.4995
11.5003 11.8982 12.5982
11.5003 11.9027 12.4799
11.5003 11.9071 13.878
11.5003 11.9115 13.7266
11.5003 11.9159 -999
11.5003 11.9203 13.2737
11.5003 11.9247 13.8162
11.5003 11.9291 -999
11.5003 11.9335 -999
11.5003 11.9379 -999
11.5003 11.9423 13.8996
11.5003 11.9467 13.5957
11.5003 11.9511 13.1234
11.5003 11.9556 -999
11.5003 11.96 -999
11.5003 11.9644 10.2967
11.5003 11.9688 13.9493
11.5003 11.9732 13.4898
11.5003 11.9776 -999
11.5003 11.982 13.7384
11.5003 11.9864 13.9669
11.5003 11.9908 12.862
11.5003 11.9952 13.0967
11.5003 11.9996 13.8453
11.5003 12.004 13.2877
11.5003 12.0085 12.8201
11.5003 12.0129 -999
11.5003 12.0173 13.0651
11.5003 12.0217 14.0154
11.5003 12.0261 11.0678
11.5003 12.0305 12.7764
11.5003 12.0349 -999
11.5003 12.0393 9.47295
11.5003 12.0437 14.0865
11.5003 12.0481 13.9771
11.5003 12.0525 11.796
11.5003 12.0569 9.47588
11.5003 12.0614 13.8556
11.5003 12.0658 -999
11.5003 12.0702 -999
11.5003 12.0746 13.9669
11.5003 12.079 12.0302
11.5003 12.0834 13.8917
11.5003 12.0878 -999
11.5003 12.0922 -999
11.5003 12.0966 13.9556
11.5003 12.101 10.3194
11.5003 12.1054 12.9654
11.5003 12.1098 12.8817
11.5003 12.1143 12.036
11.5003 12.1187 -999
11.5003 12.1231 13.4162
11.5003 12.1275 13.9147
11.5003 12.1319 13.4177
11.5003 12.1363 14.0754
11.5003 12.1407 13.9011
11.5003 12.1451 9.49045
11.5003 12.1495 13.9643
11.5003 12.1539 12.5217
11.5003 12.1583 13.566
11.5003 12.1627 12.5231
11.5003 12.1672 13.4739
11.5003 12.1716 -999
11.5003 12.176 -999
11.5003 12.1804 -999
11.5003 12.1848 13.8759
11.5003 12.1892 12.7534
11.5003 12.1936 -999
11.5003 12.198 -999
11.5003 12.2024 13.699
11.5003 12.2068 12.8977
11.5003 12.2112 13.6185
11.5003 12.2156 12.5931
11.5003 12.2201 12.5938
11.5003 12.2245 14.4273
11.5003 12.2289 12.8091
11.5003 12.2333 13.0638
11.5003 12.2377 13.901
11.5003 12.2421 14.1192
11.5003 12.2465 12.947
11.5003 12.2509 -999
11.5003 12.2553 -999
11.5003 12.2597 -999
11.5003 12.2641 13.1751
11.5003 12.2685 13.414
11.5003 12.273 -999
11.5003 12.2774 12.6609
11.5003 12.2818 13.4927
11.5003 12.2862 13.212
11.5003 12.2906 -999
